1	1000	43080
2	1000	43080
3	1000	43080
4	1000	43080
5	1000	43080
6	1000	43080
7	1000	43080
8	1000	43080
9	1000	43080
10	1000	43080
11	1000	39152
12	1000	39152
13	1000	39152
14	1000	39152
15	1000	39152
16	1000	39152
17	1000	39152
18	1000	39152
19	1000	39152
20	1000	39152
21	1000	28025
22	1000	28025
23	1000	28025
24	1000	28025
25	1000	28025
26	1000	28025
27	1000	28025
28	1000	28025
29	1000	28025
30	1000	28025
31	1000	817
32	1000	817
33	1000	817
34	1000	817
35	1000	817
36	1000	817
37	1000	817
38	1000	817
39	1000	817
40	1000	817
41	1000	83554
42	1000	83554
43	1000	83554
44	1000	1967783
45	1000	83554
46	1000	83554
47	1000	83554
48	1000	83554
49	1000	83554
50	1000	83554
51	1000	274
52	1000	274
53	1000	274
54	1000	274
55	1000	274
56	1000	274
57	1000	274
58	1000	274
59	1000	274
60	1000	274
61	1000	1428
62	1000	2499213
63	1000	1396
64	1000	1890302
65	1000	2026189
66	1000	1396
67	1000	1890302
68	1000	580165
69	1000	2026189
70	1000	1890302
71	1000	1639
72	1000	1639
73	1000	1639
74	1000	1639
75	1000	1639
76	1000	1639
77	1000	1639
78	1000	1639
79	1000	1639
80	1000	1639
81	1000	61624
82	1000	61624
83	1000	61624
84	1000	61624
85	1000	61624
86	1000	61624
87	1000	61624
88	1000	61624
89	1000	61624
90	1000	61624
91	1000	1280
92	1000	1280
93	1000	1280
94	1000	1280
95	1000	1280
96	1000	1280
97	1000	1280
98	1000	1280
99	1000	1280
100	1000	1280
101	1000	1351
102	1000	1351
103	1000	1352
104	1000	1351
105	1000	1351
106	1000	1351
107	1000	1351
108	1000	1351
109	1000	1351
110	1000	1351
111	1000	1597
112	1000	1597
113	1000	1597
114	1000	1597
115	1000	1597
116	1000	1597
117	1000	1597
118	1000	1597
119	1000	1597
120	1000	1597
121	1000	1314
122	1000	1308
123	1000	1308
124	1000	1308
125	1000	1308
126	1000	1308
127	1000	1308
128	1000	1308
129	1000	1308
130	1000	1308
131	1000	1491
132	1000	1491
133	1000	1491
134	1000	1491
135	1000	1491
136	1000	1491
137	1000	1491
138	1000	1491
139	1000	1491
140	1000	1491
141	1000	408
142	1000	408
143	1000	408
144	1000	408
145	1000	408
146	1000	408
147	1000	408
148	1000	408
149	1000	408
150	1000	408
151	1000	384
152	1000	384
153	1000	384
154	1000	384
155	1000	384
156	1000	384
157	1000	384
158	1000	384
159	1000	384
160	1000	2020311
161	1000	380
162	1000	380
163	1000	380
164	1000	380
165	1000	380
166	1000	382
167	1000	380
168	1000	380
169	1000	380
170	1000	380
171	1000	948
172	1000	948
173	1000	948
174	1000	948
175	1000	948
176	1000	948
177	1000	948
178	1000	948
179	1000	948
180	1000	948
181	1000	782
182	1000	782
183	1000	782
184	1000	782
185	1000	782
186	1000	782
187	1000	782
188	1000	782
189	1000	782
190	1000	782
191	1000	520
192	1000	463024
193	1000	1331258
194	1000	520
195	1000	123899
196	1000	463024
197	1000	1331258
198	1000	463040
199	1000	463024
200	1000	518
201	1000	487
202	1000	487
203	1000	487
204	1000	487
205	1000	487
206	1000	487
207	1000	487
208	1000	487
209	1000	487
210	1000	487
211	1000	881
212	1000	881
213	1000	881
214	1000	881
215	1000	881
216	1000	881
217	1000	881
218	1000	881
219	1000	881
220	1000	881
221	1000	28197
222	1000	1080223
223	1000	28197
224	1000	28197
225	1000	28197
226	1000	28197
227	1000	28197
228	1000	28197
229	1000	28197
230	1000	28197
231	1000	197
232	1000	197
233	1000	197
234	1000	197
235	1000	197
236	1000	197
237	1000	197
238	1000	197
239	1000	197
240	1000	197
241	1000	62322
242	1000	62322
243	1000	62322
244	1000	1930557
245	1000	62322
246	1000	62322
247	1000	62322
248	1000	62322
249	1000	62322
250	1000	62322
251	1000	1920116
252	1000	28141
253	1000	28141
254	1000	28141
255	1000	1163710
256	1000	28141
257	1000	28141
258	1000	28141
259	1000	28141
260	1000	28141
261	1000	550
262	1000	550
263	1000	550
264	1000	550
265	1000	261964
266	1000	1158459
267	1000	1334193
268	1000	550
269	1000	69220
270	1000	550
271	1000	562
272	1000	562
273	1000	562
274	1000	562
275	1000	623
276	1000	562
277	1000	562
278	1000	562
279	1000	82996
280	1000	562
281	1000	553
282	1000	553
283	1000	553
284	1000	553
285	1000	553
286	1000	553
287	1000	553
288	1000	553
289	1000	553
290	1000	553
291	1000	82996
292	1000	82996
293	1000	613
294	1000	82996
295	1000	82996
296	1000	613
297	1000	82996
298	1000	82996
299	1000	82996
300	1000	82996
301	1000	715
302	1000	715
303	1000	715
304	1000	715
305	1000	715
306	1000	718
307	1000	715
308	1000	715
309	1000	715
310	1000	715
311	1000	197575
312	1000	727
313	1000	727
314	1000	727
315	1000	727
316	1000	727
317	1000	727
318	1000	727
319	1000	727
320	1000	727
321	1000	106654
322	1000	470
323	1000	470
324	1000	470
325	1000	1148157
326	1000	470
327	1000	1407071
328	1000	470
329	1000	470
330	1000	470
331	1000	1207075
332	1000	303
333	1000	303
334	1000	303
335	1000	1573704
336	1000	303
337	1000	303
338	1000	303
339	1000	303
340	1000	303
341	1000	263
342	1000	263
343	1000	263
344	1000	263
345	1000	263
346	1000	263
347	1000	263
348	1000	263
349	1000	263
350	1000	263
351	1000	339
352	1000	339
353	1000	339
354	1000	339
355	1000	339
356	1000	339
357	1000	339
358	1000	339
359	1000	339
360	1000	339
361	1000	52584
362	1000	52584
363	1000	52584
364	1000	52584
365	1000	52584
366	1000	52584
367	1000	52584
368	1000	52584
369	1000	52584
370	1000	52584
371	1000	1674146
372	1000	139
373	1000	139
374	1000	1476873
375	1000	1476873
376	1000	1674146
377	1000	1476873
378	1000	1674146
379	1000	139
380	1000	139
381	1000	160
382	1000	160
383	1000	160
384	1000	160
385	1000	160
386	1000	160
387	1000	409322
388	1000	160
389	1000	160
390	1000	160
391	1000	2096
392	1000	2096
393	1000	2096
394	1000	2096
395	1000	2096
396	1000	2096
397	1000	2096
398	1000	2096
399	1000	2096
400	1000	2096
